# BEGIN METADATA
# {
#   "channel_width": 30.0,
#   "flow_rate": 0.25,
#   "fluid_viscosity": 4.24,
#   "scaled_from": "20220826_HyperelasticLookup_3D_nonNewtonian_All_lut.txt"
# }
# END METADATA
#
# area_um [um^2]	deform	emodulus [kPa]
5.399032e+02	6.207100e-02	1.751371e+00
1.139965e+02	6.550000e-03	1.751371e+00
1.257003e+02	7.290000e-03	1.751371e+00
1.373384e+02	8.098000e-03	1.751371e+00
1.490490e+02	8.932000e-03	1.751371e+00
1.606936e+02	9.788000e-03	1.751371e+00
1.723842e+02	1.065000e-02	1.751371e+00
6.730402e+01	3.248000e-03	1.881385e+00
7.903193e+01	3.821000e-03	1.881385e+00
1.841782e+02	9.969000e-03	1.881385e+00
1.958445e+02	1.080900e-02	1.881385e+00
2.075488e+02	1.165100e-02	1.881385e+00
2.192585e+02	1.257900e-02	1.881385e+00
2.310412e+02	1.354000e-02	1.881385e+00
2.427615e+02	1.452600e-02	1.881385e+00
2.545268e+02	1.555600e-02	1.881385e+00
2.663595e+02	1.666300e-02	1.881385e+00
2.780842e+02	1.780700e-02	1.881385e+00
2.899485e+02	1.901100e-02	1.881385e+00
9.069660e+01	4.405000e-03	1.881385e+00
3.018780e+02	2.028200e-02	1.881385e+00
3.138750e+02	2.161000e-02	1.881385e+00
3.257258e+02	2.295900e-02	1.881385e+00
3.378352e+02	2.450300e-02	1.881385e+00
3.498952e+02	2.602000e-02	1.881385e+00
3.620295e+02	2.770100e-02	1.881385e+00
3.742245e+02	2.930200e-02	1.881385e+00
3.865027e+02	3.105800e-02	1.881385e+00
3.989520e+02	3.285800e-02	1.881385e+00
4.113585e+02	3.473800e-02	1.881385e+00
1.023930e+02	5.026000e-03	1.881385e+00
4.240395e+02	3.672400e-02	1.881385e+00
4.366440e+02	3.881900e-02	1.881385e+00
4.494375e+02	4.079300e-02	1.881385e+00
4.622130e+02	4.292400e-02	1.881385e+00
4.849605e+02	4.658800e-02	1.881385e+00
4.980443e+02	4.864200e-02	1.881385e+00
5.112697e+02	5.088600e-02	1.881385e+00
5.246392e+02	5.309500e-02	1.881385e+00
5.380672e+02	5.516100e-02	1.881385e+00
1.140568e+02	5.668000e-03	1.881385e+00
5.516347e+02	5.746200e-02	1.881385e+00
1.257712e+02	6.303000e-03	1.881385e+00
1.374217e+02	6.995000e-03	1.881385e+00
1.491435e+02	7.710000e-03	1.881385e+00
1.608005e+02	8.443000e-03	1.881385e+00
1.725014e+02	9.181000e-03	1.881385e+00
6.732382e+01	2.814000e-03	2.026696e+00
7.905915e+01	3.305000e-03	2.026696e+00
1.842910e+02	8.554000e-03	2.026696e+00
1.959678e+02	9.269000e-03	2.026696e+00
2.076775e+02	9.987000e-03	2.026696e+00
2.193928e+02	1.077800e-02	2.026696e+00
2.311807e+02	1.159700e-02	2.026696e+00
2.429010e+02	1.243800e-02	2.026696e+00
2.546662e+02	1.331600e-02	2.026696e+00
2.664923e+02	1.426200e-02	2.026696e+00
2.782102e+02	1.524200e-02	2.026696e+00
2.900610e+02	1.626800e-02	2.026696e+00
9.073103e+01	3.805000e-03	2.026696e+00
3.019725e+02	1.736000e-02	2.026696e+00
3.139402e+02	1.850200e-02	2.026696e+00
3.257663e+02	1.966300e-02	2.026696e+00
3.498480e+02	2.231000e-02	2.026696e+00
3.619260e+02	2.376900e-02	2.026696e+00
3.740558e+02	2.517100e-02	2.026696e+00
3.862643e+02	2.671000e-02	2.026696e+00
3.986280e+02	2.829600e-02	2.026696e+00
4.109445e+02	2.996500e-02	2.026696e+00
1.024364e+02	4.336000e-03	2.026696e+00
4.235175e+02	3.173900e-02	2.026696e+00
4.360117e+02	3.361400e-02	2.026696e+00
4.486928e+02	3.540800e-02	2.026696e+00
4.613468e+02	3.734400e-02	2.026696e+00
4.838490e+02	4.073400e-02	2.026696e+00
4.967955e+02	4.265700e-02	2.026696e+00
5.098590e+02	4.475400e-02	2.026696e+00
5.230868e+02	4.682600e-02	2.026696e+00
5.363347e+02	4.881700e-02	2.026696e+00
1.141103e+02	4.884000e-03	2.026696e+00
5.497425e+02	5.098000e-02	2.026696e+00
1.258340e+02	5.427000e-03	2.026696e+00
1.374955e+02	6.017000e-03	2.026696e+00
1.492272e+02	6.627000e-03	2.026696e+00
1.608950e+02	7.253000e-03	2.026696e+00
1.726049e+02	7.882000e-03	2.026696e+00
6.734160e+01	2.428000e-03	2.189851e+00
7.908345e+01	2.847000e-03	2.189851e+00
1.843900e+02	7.306000e-03	2.189851e+00
1.960760e+02	7.912000e-03	2.189851e+00
2.077904e+02	8.522000e-03	2.189851e+00
2.195104e+02	9.192000e-03	2.189851e+00
2.313023e+02	9.888000e-03	2.189851e+00
2.430247e+02	1.060200e-02	2.189851e+00
2.547900e+02	1.134800e-02	2.189851e+00
2.666070e+02	1.215200e-02	2.189851e+00
2.783183e+02	1.298600e-02	2.189851e+00
2.901555e+02	1.385800e-02	2.189851e+00
9.076140e+01	3.273000e-03	2.189851e+00
3.020535e+02	1.479000e-02	2.189851e+00
3.139942e+02	1.576700e-02	2.189851e+00
3.257978e+02	1.676100e-02	2.189851e+00
3.498030e+02	1.903700e-02	2.189851e+00
3.618270e+02	2.029500e-02	2.189851e+00
3.738982e+02	2.151400e-02	2.189851e+00
3.860505e+02	2.285400e-02	2.189851e+00
3.983333e+02	2.424200e-02	2.189851e+00
4.105710e+02	2.571100e-02	2.189851e+00
1.024751e+02	3.724000e-03	2.189851e+00
4.230405e+02	2.728300e-02	2.189851e+00
4.354357e+02	2.894700e-02	2.189851e+00
4.480088e+02	3.056300e-02	2.189851e+00
4.700115e+02	3.362100e-02	2.189851e+00
4.956390e+02	3.719800e-02	2.189851e+00
5.085517e+02	3.914300e-02	2.189851e+00
5.216377e+02	4.107700e-02	2.189851e+00
5.347283e+02	4.296400e-02	2.189851e+00
1.141578e+02	4.189000e-03	2.189851e+00
5.479762e+02	4.499700e-02	2.189851e+00
5.612040e+02	4.686400e-02	2.189851e+00
1.258898e+02	4.651000e-03	2.189851e+00
1.375607e+02	5.152000e-03	2.189851e+00
1.493010e+02	5.671000e-03	2.189851e+00
1.609783e+02	6.202000e-03	2.189851e+00
1.726960e+02	6.735000e-03	2.189851e+00
6.735735e+01	2.085000e-03	2.374675e+00
